,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
0,2020-01-01,41.43068571428572,-72.6963792857143,50.52857142857143,37.74285714285715,22.5,2163.421428571429,17.5,1646.792857142857,21.714285714285715,640.4142857142857,13.428571428571429,292.78571428571433,16.071428571428573,7.65,22.5,13.535714285714286,370.94999999999993,41.32142857142857,34.33571428571428,0.012857142857142859,928.5642857142856,4357.142857142857
1,2020-01-02,41.43068571428572,-72.6963792857143,50.52857142857143,37.27142857142858,22.785714285714285,2162.2785714285715,17.642857142857142,1654.2428571428572,22.0,502.9857142857143,16.214285714285715,292.8285714285715,16.214285714285715,6.32142857142857,22.714285714285715,11.121428571428572,579.2928571428571,47.29285714285714,29.521428571428576,0.0,928.5642857142856,0.0
2,2020-01-03,41.43068571428572,-72.6963792857143,50.52857142857143,43.15714285714285,23.285714285714285,2172.8214285714284,18.142857142857142,1651.7714285714283,20.642857142857142,501.06428571428575,16.714285714285715,292.0928571428572,16.714285714285715,3.8928571428571423,23.214285714285715,7.2142857142857135,929.4785714285712,46.58571428571428,33.25000000000001,7.149285714285715,928.5642857142856,12142.857142857143
3,2020-01-04,41.43068571428572,-72.6963792857143,50.52857142857143,43.9357142857143,22.714285714285715,2176.542857142857,17.642857142857142,1648.3071428571425,14.142857142857142,641.0571428571428,16.214285714285715,287.6285714285715,16.214285714285715,2.242857142857143,22.714285714285715,6.821428571428571,999.8999999999997,46.81428571428571,41.292857142857144,7.209285714285714,999.8999999999997,50000.0
4,2020-01-05,41.43068571428572,-72.6963792857143,50.52857142857143,38.528571428571425,23.071428571428573,2164.3142857142857,17.928571428571427,1647.3785714285714,20.642857142857142,640.2785714285714,16.428571428571427,292.5571428571428,16.5,11.642857142857142,23.071428571428573,20.364285714285717,309.1928571428571,45.15714285714285,34.56428571428572,7.209285714285714,999.8999999999997,13642.857142857143
5,2020-01-06,41.43068571428572,-72.6963792857143,50.52857142857143,34.614285714285714,22.571428571428573,2162.1142857142854,17.428571428571427,1655.2785714285715,20.714285714285715,503.74999999999994,16.0,292.2571428571428,16.0,5.257142857142857,22.428571428571427,11.221428571428572,508.8071428571428,42.885714285714286,29.45,7.152142857142857,999.8999999999997,2857.1428571428573
6,2020-01-07,41.43068571428572,-72.6963792857143,50.52857142857143,36.51428571428572,22.642857142857142,2161.0142857142855,17.785714285714285,1657.7428571428575,21.642857142857142,434.27142857142866,16.357142857142858,292.7857142857143,16.357142857142858,4.007142857142857,22.642857142857142,9.285714285714286,718.9285714285713,42.51428571428572,29.74285714285714,0.0007142857142857143,999.8999999999997,0.0
7,2020-01-08,41.43068571428572,-72.6963792857143,50.52857142857143,34.1,23.0,2163.2571428571423,17.928571428571427,1653.5857142857144,19.5,502.6357142857143,16.5,291.6857142857143,16.5,6.864285714285713,23.0,18.02142857142857,306.2857142857143,40.72857142857142,28.099999999999998,7.165714285714286,999.8999999999997,25000.0
8,2020-01-09,41.43068571428572,-72.6963792857143,50.52857142857143,26.257142857142856,23.428571428571427,2147.035714285714,18.285714285714285,1674.207142857143,21.928571428571427,304.1,16.714285714285715,292.7857142857143,16.857142857142858,9.171428571428574,23.214285714285715,18.49285714285714,306.40714285714284,38.05714285714286,19.678571428571427,7.142857142857143,999.8999999999997,214.28571428571428
9,2020-01-10,41.43068571428572,-72.6963792857143,50.52857142857143,36.207142857142856,23.214285714285715,2164.2500000000005,18.071428571428573,1675.85,21.0,305.12857142857143,16.642857142857142,292.82142857142856,16.642857142857142,5.171428571428572,23.071428571428573,10.67857142857143,859.8499999999998,47.34285714285715,22.65714285714285,0.0,999.8999999999997,714.2857142857143
10,2020-01-11,41.43068571428572,-72.6963792857143,50.52857142857143,50.92142857142858,22.357142857142858,2179.2999999999997,17.928571428571427,1666.5000000000002,20.714285714285715,369.5071428571428,16.642857142857142,292.59285714285716,16.642857142857142,7.342857142857143,22.357142857142858,16.414285714285715,374.2571428571428,59.88571428571428,41.94285714285714,0.0,999.8999999999997,0.0
11,2020-01-12,41.43068571428572,-72.6963792857143,50.52857142857143,58.55714285714286,23.214285714285715,2181.628571428571,18.357142857142858,1656.992857142857,18.357142857142858,504.89285714285717,16.928571428571427,291.65,16.928571428571427,13.564285714285717,23.214285714285715,22.99285714285714,310.17857142857144,67.71428571428571,45.728571428571435,7.194285714285714,999.8999999999997,28571.428571428572
12,2020-01-13,41.43068571428572,-72.6963792857143,50.52857142857143,38.27857142857143,22.214285714285715,2167.0642857142857,18.142857142857142,1670.3642857142859,18.928571428571427,301.0928571428571,16.928571428571427,292.1928571428571,16.928571428571427,5.635714285714286,22.142857142857142,10.9,578.9499999999999,48.535714285714285,32.67142857142857,0.05928571428571429,999.8999999999997,2857.1428571428573
13,2020-01-14,41.43068571428572,-72.6963792857143,50.52857142857143,38.699999999999996,22.785714285714285,2170.464285714286,17.642857142857142,1667.2714285714287,17.857142857142858,370.3428571428571,16.214285714285715,290.57142857142856,16.214285714285715,2.514285714285714,22.5,6.671428571428571,999.8999999999997,42.82142857142857,33.14285714285714,7.142142857142857,999.8999999999997,50000.0
14,2020-01-15,41.43068571428572,-72.6963792857143,50.52857142857143,42.48571428571428,23.071428571428573,2170.085714285714,17.928571428571427,1661.4714285714283,18.5,365.7357142857143,16.5,291.15714285714284,16.5,4.364285714285714,23.0,11.171428571428573,649.0071428571428,48.96428571428571,35.699999999999996,0.009285714285714286,999.8999999999997,50000.0
15,2020-01-16,41.43068571428572,-72.6963792857143,50.52857142857143,39.92142857142858,23.071428571428573,2166.8571428571427,17.928571428571427,1654.8500000000001,19.571428571428573,503.6,16.5,291.45,16.5,7.792857142857143,23.0,22.192857142857143,312.4857142857144,48.95,31.442857142857143,7.20642857142857,999.8999999999997,21714.285714285714
16,2020-01-17,41.43068571428572,-72.6963792857143,50.52857142857143,24.592857142857145,23.0,2145.5642857142857,17.928571428571427,1669.7071428571428,21.928571428571427,300.56428571428575,16.5,292.80000000000007,16.5,12.835714285714287,23.0,19.72142857142857,309.8142857142857,41.628571428571426,17.992857142857144,0.0014285714285714286,999.8999999999997,71.42857142857143
17,2020-01-18,41.43068571428572,-72.6963792857143,50.52857142857143,18.392857142857142,23.071428571428573,2144.942857142857,17.928571428571427,1674.4500000000003,19.714285714285715,303.2785714285715,16.5,291.75714285714287,16.5,4.6499999999999995,23.0,10.464285714285714,649.35,28.32857142857143,14.385714285714286,7.142142857142857,928.5642857142856,50714.28571428572
18,2020-01-19,41.43068571428572,-72.6963792857143,50.52857142857143,35.2,22.642857142857142,2163.964285714286,17.5,1648.9428571428568,18.5,570.7428571428571,16.071428571428573,290.88571428571424,16.071428571428573,6.435714285714286,22.571428571428573,13.764285714285716,301.1142857142857,43.114285714285714,22.678571428571423,7.36642857142857,928.6999999999998,39285.71428571428
19,2020-01-20,41.43068571428572,-72.6963792857143,50.52857142857143,24.085714285714285,23.428571428571427,2147.8214285714284,18.285714285714285,1661.0571428571427,21.785714285714285,365.34999999999997,16.857142857142858,292.82142857142856,16.857142857142858,9.421428571428573,23.428571428571427,15.4,302.9642857142858,40.24285714285714,16.9,7.1499999999999995,857.5571428571427,285.7142857142857
20,2020-01-21,41.43068571428572,-72.6963792857143,50.52857142857143,20.8,23.142857142857142,2145.1928571428575,18.0,1669.7428571428572,21.928571428571427,300.62857142857143,16.642857142857142,292.8285714285715,16.642857142857142,4.721428571428572,23.071428571428573,9.828571428571427,719.0857142857142,29.70714285714286,12.157142857142857,0.0,857.4214285714285,0.0
21,2020-01-22,41.43068571428572,-72.6963792857143,50.52857142857143,22.928571428571427,22.928571428571427,2151.2785714285715,17.785714285714285,1671.1357142857141,22.0,301.62857142857143,16.357142857142858,292.79285714285714,16.357142857142858,2.4499999999999997,22.785714285714285,7.857142857142856,999.8999999999997,36.09285714285715,11.592857142857142,0.0,857.4214285714285,0.0
22,2020-01-23,41.43068571428572,-72.6963792857143,50.52857142857143,28.12857142857143,22.714285714285715,2156.8357142857144,17.571428571428573,1669.7285714285715,21.928571428571427,300.58571428571435,16.142857142857142,292.45714285714286,16.142857142857142,1.8571428571428572,22.357142857142858,7.385714285714286,999.8999999999997,41.48571428571429,15.021428571428572,0.0,857.3428571428569,0.0
23,2020-01-24,41.43068571428572,-72.6963792857143,50.52857142857143,35.84285714285714,23.142857142857142,2160.571428571429,17.928571428571427,1668.8071428571427,21.928571428571427,300.0,16.571428571428573,292.45714285714286,16.571428571428573,2.4214285714285717,23.0,7.378571428571429,999.8999999999997,48.67857142857143,19.442857142857147,0.0,857.3428571428569,0.0
24,2020-01-25,41.43068571428572,-72.6963792857143,50.52857142857143,39.43571428571429,22.642857142857142,2170.3285714285716,17.5,1662.8571428571427,16.642857142857142,365.8642857142858,16.0,291.22857142857146,16.071428571428573,8.628571428571428,22.571428571428573,17.564285714285713,373.97857142857146,48.49285714285714,27.63571428571429,7.142142857142857,857.2285714285714,7142.857142857143
25,2020-01-26,41.43068571428572,-72.6963792857143,50.52857142857143,41.814285714285724,23.071428571428573,2170.9785714285713,17.928571428571427,1649.2214285714285,17.714285714285715,642.1357142857142,16.5,291.3357142857143,16.5,5.614285714285714,23.071428571428573,13.057142857142855,439.8785714285714,47.84285714285714,34.13571428571429,7.812857142857142,928.6214285714284,49285.71428571428
26,2020-01-27,41.43068571428572,-72.6963792857143,50.52857142857143,39.17142857142857,23.0,2165.528571428571,17.857142857142858,1647.1785714285713,21.928571428571427,640.592857142857,16.428571428571427,292.8285714285715,16.428571428571427,6.350000000000001,23.0,11.685714285714285,437.5142857142857,45.20714285714286,33.53571428571429,0.0,999.8999999999997,0.0
27,2020-01-28,41.43068571428572,-72.6963792857143,50.52857142857143,37.99285714285714,23.142857142857142,2162.985714285714,18.0,1649.4071428571426,21.857142857142858,570.9285714285714,16.571428571428573,292.8285714285715,16.5,6.542857142857143,23.071428571428573,12.657142857142857,368.6928571428571,43.26428571428572,34.29285714285714,0.0,999.8999999999997,0.0
28,2020-01-29,41.43068571428572,-72.6963792857143,50.52857142857143,34.16428571428572,22.857142857142858,2156.857142857142,17.785714285714285,1656.9071428571428,21.857142857142858,505.1928571428572,16.357142857142858,292.81428571428575,16.357142857142858,7.828571428571428,22.642857142857142,12.985714285714286,298.8357142857143,40.028571428571425,30.307142857142853,7.142142857142857,999.8999999999997,857.1428571428571
29,2020-01-30,41.43068571428572,-72.6963792857143,50.52857142857143,27.921428571428574,23.357142857142858,2151.3857142857146,18.214285714285715,1665.6928571428573,22.0,368.9714285714285,16.214285714285715,292.8285714285715,16.785714285714285,4.928571428571429,23.285714285714285,10.078571428571427,789.5642857142856,38.214285714285715,20.24285714285714,0.0,999.8999999999997,0.0
30,2020-01-31,41.43068571428572,-72.6963792857143,50.52857142857143,30.87142857142857,23.285714285714285,2160.535714285714,18.142857142857142,1667.7285714285715,21.428571428571427,370.55000000000007,16.357142857142858,292.8,16.714285714285715,1.8428571428571427,23.071428571428573,6.507142857142857,999.8999999999997,40.15714285714286,21.292857142857148,0.0,999.8999999999997,0.0
31,2020-02-01,41.43068571428572,-72.6963792857143,50.52857142857143,35.357142857142854,23.428571428571427,2168.507142857143,18.285714285714285,1657.9642857142856,17.5,505.41428571428577,16.285714285714285,290.2642857142857,16.857142857142858,1.6285714285714286,23.285714285714285,5.621428571428572,999.8999999999997,39.72857142857142,24.164285714285715,0.014285714285714287,999.8999999999997,41000.0
32,2020-02-02,41.43068571428572,-72.6963792857143,50.52857142857143,36.9,23.142857142857142,2166.121428571428,18.0,1644.0285714285715,19.0,709.8571428571429,16.571428571428573,290.95714285714286,16.571428571428573,4.250000000000001,23.071428571428573,10.25,508.6714285714285,42.27142857142858,30.692857142857147,7.147857142857142,999.8999999999997,31571.428571428572
33,2020-02-03,41.43068571428572,-72.6963792857143,50.52857142857143,39.42142857142857,23.285714285714285,2167.5928571428567,18.142857142857142,1648.3214285714282,20.785714285714285,641.25,16.714285714285715,292.55,16.714285714285715,3.5928571428571425,23.214285714285715,8.935714285714285,648.6357142857141,49.89285714285715,31.985714285714277,0.0,999.8999999999997,10071.42857142857
34,2020-02-04,41.43068571428572,-72.6963792857143,50.52857142857143,39.50714285714286,22.928571428571427,2168.65,18.0,1651.9857142857143,21.5,501.42142857142863,16.642857142857142,292.7857142857143,16.642857142857142,2.564285714285714,22.785714285714285,6.835714285714286,999.8999999999997,49.62142857142858,31.785714285714285,0.0,999.8999999999997,714.2857142857143
35,2020-02-05,41.43068571428572,-72.6963792857143,50.52857142857143,40.19285714285713,23.142857142857142,2165.457142857143,18.0,1655.3285714285714,21.714285714285715,504.0428571428571,16.571428571428573,292.60714285714295,16.571428571428573,4.807142857142856,23.142857142857142,10.792857142857143,649.1071428571429,47.49285714285714,33.08571428571428,7.167142857142857,999.8999999999997,7142.857142857143
36,2020-02-06,41.43068571428572,-72.6963792857143,50.52857142857143,36.23571428571429,23.071428571428573,2167.514285714286,17.928571428571427,1650.8642857142863,16.0,500.38571428571424,16.5,289.57142857142856,16.5,5.892857142857143,23.071428571428573,11.65,718.9142857142855,42.307142857142864,34.385714285714286,7.304285714285714,999.8999999999997,7357.142857142857
37,2020-02-07,41.43068571428572,-72.6963792857143,50.52857142857143,38.65714285714286,23.0,2170.992857142857,17.928571428571427,1633.8285714285716,15.071428571428571,986.6214285714287,16.071428571428573,289.1928571428571,16.428571428571427,8.457142857142857,23.0,25.25,312.40714285714284,51.942857142857136,32.92142857142857,7.21,999.8999999999997,36214.28571428572
38,2020-02-08,41.43068571428572,-72.6963792857143,50.52857142857143,31.435714285714283,22.785714285714285,2155.4500000000003,17.642857142857142,1655.4571428571428,21.928571428571427,504.0571428571428,16.214285714285715,292.79285714285714,16.214285714285715,8.985714285714284,22.785714285714285,15.842857142857143,305.3214285714285,40.300000000000004,26.164285714285718,0.15285714285714289,999.8999999999997,214.28571428571428
39,2020-02-09,41.43068571428572,-72.6963792857143,50.52857142857143,29.714285714285705,23.0,2158.9785714285713,17.857142857142858,1671.9999999999998,21.642857142857142,302.46428571428584,16.428571428571427,292.80000000000007,16.428571428571427,4.178571428571429,23.0,9.428571428571429,929.3357142857141,39.06428571428571,22.49285714285715,0.0,999.8999999999997,71.42857142857143
40,2020-02-10,41.43068571428572,-72.6963792857143,50.52857142857143,40.56428571428571,23.0,2170.95,17.857142857142858,1664.5214285714287,20.071428571428573,368.09285714285716,16.428571428571427,291.65714285714284,16.428571428571427,7.078571428571428,22.928571428571427,14.428571428571429,371.05,44.371428571428574,30.521428571428572,7.188571428571429,999.8999999999997,7285.714285714285
41,2020-02-11,41.43068571428572,-72.6963792857143,50.52857142857143,41.58571428571429,23.214285714285715,2174.5214285714287,18.071428571428573,1656.3857142857141,15.0,505.22857142857146,16.642857142857142,288.42857142857144,16.642857142857142,2.6,23.214285714285715,6.607142857142857,999.8999999999997,44.692857142857136,37.021428571428565,7.283571428571428,999.8999999999997,71428.57142857143
42,2020-02-12,41.43068571428572,-72.6963792857143,50.52857142857143,39.58571428571428,22.785714285714285,2163.3857142857137,17.642857142857142,1658.8785714285716,21.428571428571427,363.82857142857137,16.214285714285715,292.7642857142858,16.214285714285715,6.614285714285714,22.785714285714285,12.778571428571428,300.16428571428565,44.221428571428575,34.26428571428571,0.12642857142857142,999.8999999999997,0.0
43,2020-02-13,41.43068571428572,-72.6963792857143,50.52857142857143,37.48571428571428,23.5,2169.5857142857144,18.428571428571427,1651.8071428571427,14.857142857142858,571.9071428571428,17.0,289.7214285714286,17.0,3.414285714285714,23.428571428571427,9.485714285714286,789.4214285714285,42.5,33.721428571428575,7.543571428571428,999.8999999999997,14785.714285714286
44,2020-02-14,41.43068571428572,-72.6963792857143,50.52857142857143,30.59285714285715,22.571428571428573,2154.6357142857146,17.428571428571427,1660.5857142857144,21.5,365.1142857142857,16.0,292.7857142857143,16.0,8.692857142857141,22.571428571428573,17.807142857142857,303.5785714285715,39.528571428571425,20.550000000000004,0.07857142857142858,999.8999999999997,71.42857142857143
45,2020-02-15,41.43068571428572,-72.6963792857143,50.52857142857143,17.135714285714286,22.571428571428573,2143.735714285714,17.428571428571427,1675.5285714285712,21.928571428571427,304.9571428571429,16.0,292.8285714285715,16.0,5.314285714285714,22.571428571428573,11.02142857142857,648.7357142857143,32.33571428571428,9.1,0.0,999.8999999999997,0.0
46,2020-02-16,41.43068571428572,-72.6963792857143,50.52857142857143,32.67142857142857,22.571428571428573,2159.828571428571,17.428571428571427,1664.185714285714,21.785714285714285,367.7714285714286,16.0,292.8285714285715,16.0,7.078571428571428,22.571428571428573,12.771428571428572,720.7857142857141,40.792857142857144,21.57857142857143,0.0,999.8999999999997,0.0
47,2020-02-17,41.43068571428572,-72.6963792857143,50.52857142857143,37.10000000000001,22.785714285714285,2162.2499999999995,17.642857142857142,1663.2357142857145,21.928571428571427,367.1928571428572,16.214285714285715,292.6642857142857,16.214285714285715,3.692857142857143,22.785714285714285,9.264285714285716,718.3499999999998,46.42142857142857,26.228571428571428,0.0,999.8999999999997,0.0
48,2020-02-18,41.43068571428572,-72.6963792857143,50.52857142857143,35.52142857142857,22.714285714285715,2163.228571428571,17.571428571428573,1667.828571428571,19.0,370.02857142857147,16.142857142857142,291.68571428571425,16.142857142857142,5.771428571428571,22.642857142857142,10.885714285714286,578.3928571428571,44.82857142857143,27.807142857142857,7.142142857142857,999.8999999999997,21642.85714285714
49,2020-02-19,41.43068571428572,-72.6963792857143,50.52857142857143,40.050000000000004,22.857142857142858,2164.264285714286,17.714285714285715,1660.821428571429,20.357142857142858,364.8428571428572,16.285714285714285,291.5928571428571,15.857142857142858,6.92857142857143,22.857142857142858,16.078571428571426,304.36428571428576,45.285714285714285,31.614285714285717,0.055714285714285716,999.8999999999997,26428.571428571428
50,2020-02-20,41.43068571428572,-72.6963792857143,50.52857142857143,29.72857142857143,22.642857142857142,2151.407142857143,17.5,1669.8642857142856,22.0,300.68571428571425,16.071428571428573,292.8285714285715,16.0,5.507142857142858,22.428571428571427,11.564285714285715,508.6785714285714,42.39285714285715,23.900000000000002,0.0,999.8999999999997,0.0
51,2020-02-21,41.43068571428572,-72.6963792857143,50.52857142857143,24.46428571428571,23.571428571428573,2145.0000000000005,18.428571428571427,1671.3071428571432,21.928571428571427,301.7357142857143,17.0,292.82142857142856,17.0,8.15,23.5,14.35,299.7714285714286,34.1,16.564285714285717,0.0,999.8999999999997,0.0
52,2020-02-22,41.43068571428572,-72.6963792857143,50.52857142857143,33.142857142857146,23.714285714285715,2151.8071428571425,18.571428571428573,1664.9571428571428,21.928571428571427,368.3,17.142857142857142,292.8285714285715,17.142857142857142,6.657142857142858,23.714285714285715,13.507142857142858,299.0571428571429,45.42857142857144,20.064285714285717,0.0,999.8999999999997,0.0
53,2020-02-23,41.43068571428572,-72.6963792857143,50.52857142857143,36.9,23.714285714285715,2157.7428571428572,18.571428571428573,1662.521428571428,22.0,366.4857142857144,17.142857142857142,292.8071428571429,17.142857142857142,3.964285714285714,23.642857142857142,10.764285714285714,648.2785714285714,51.271428571428565,23.050000000000004,0.0,999.8999999999997,0.0
54,2020-02-24,41.43068571428572,-72.6963792857143,50.52857142857143,41.19285714285714,23.714285714285715,2164.0785714285716,18.571428571428573,1658.9714285714288,22.0,363.81428571428575,17.142857142857142,292.72857142857146,17.142857142857142,3.9642857142857144,23.714285714285715,10.292857142857143,508.7428571428571,56.107142857142854,26.157142857142855,0.0,999.8999999999997,0.0
55,2020-02-25,41.43068571428572,-72.6963792857143,50.52857142857143,44.64285714285715,23.714285714285715,2172.5785714285716,18.571428571428573,1654.4428571428575,21.714285714285715,503.28571428571433,17.142857142857142,292.50714285714287,17.142857142857142,2.4357142857142855,23.714285714285715,6.878571428571428,929.1857142857141,55.2,31.507142857142856,7.142142857142857,999.8999999999997,6428.571428571428
56,2020-02-26,41.43068571428572,-72.6963792857143,50.52857142857143,45.542857142857144,23.714285714285715,2176.1428571428564,18.571428571428573,1655.0,15.785714285714286,503.7357142857143,17.142857142857142,290.0285714285714,17.142857142857142,4.385714285714285,23.714285714285715,9.257142857142856,999.8999999999997,51.357142857142854,40.378571428571426,7.234999999999999,999.8999999999997,21428.571428571428
57,2020-02-27,41.43068571428572,-72.6963792857143,50.52857142857143,42.97142857142857,23.714285714285715,2169.457142857143,18.571428571428573,1642.4785714285715,18.714285714285715,994.0428571428569,17.142857142857142,291.3785714285715,17.142857142857142,12.678571428571427,23.714285714285715,21.821428571428573,309.78571428571433,48.550000000000004,35.92142857142857,7.697857142857141,999.8999999999997,21500.0
58,2020-02-28,41.43068571428572,-72.6963792857143,50.52857142857143,32.55714285714286,23.714285714285715,2150.4142857142856,18.571428571428573,1650.1,21.928571428571427,571.2714285714286,17.0,292.82142857142856,17.142857142857142,12.97142857142857,23.714285714285715,19.099999999999998,306.32142857142856,44.464285714285715,27.935714285714283,0.08714285714285715,999.8999999999997,214.28571428571428
59,2020-02-29,41.43068571428572,-72.6963792857143,50.52857142857143,30.292857142857137,23.714285714285715,2150.5642857142857,18.571428571428573,1651.785714285714,21.714285714285715,501.14285714285717,16.928571428571427,292.7785714285714,17.142857142857142,7.242857142857143,23.571428571428573,15.235714285714284,302.0285714285714,38.17857142857143,25.38571428571429,7.142142857142857,999.8999999999997,357.14285714285717
